653.481201,13.045220,673.940186,15.638354
631.443298,13.593697,651.176208,15.295116
631.443298,13.593697,651.176208,15.295116
263.031647,14.968952,267.518005,10.421585
232.008377,15.431096,238.969299,10.991127
750.952209,17.620314,773.505554,21.524612
750.952209,17.620314,773.505554,21.524612
236.493851,18.497982,243.498962,13.997277
753.074951,18.517738,774.871887,22.602819
302.494629,19.496662,308.504395,16.490152
208.509445,19.960888,213.524918,14.951382
303.496887,20.001421,308.504395,16.490152
303.496887,20.001421,308.504395,16.490152
711.975281,21.502325,743.503601,25.652531
209.021988,22.005449,213.976166,17.104782
572.995239,22.502520,588.503174,23.501108
624.002991,23.016533,641.997009,25.019848
770.025879,23.004143,790.531372,27.504654
770.025879,23.004143,790.531372,27.504654
267.972290,24.582991,273.025299,20.526907
269.490509,25.983610,274.492004,22.520233
278.513184,26.502499,282.961517,22.512297
708.477844,26.502771,739.515503,29.941469
708.477844,26.502771,739.515503,29.941469
171.965332,27.012690,175.988342,21.504284
730.550537,26.962111,756.572998,30.408453
166.503693,27.497917,169.012756,21.501013
265.479736,27.548615,270.491119,23.540018
719.981018,29.492048,748.972656,33.561108
188.027313,30.019188,194.536575,24.482622
268.994537,30.502932,273.998383,26.505220
606.494934,30.512594,623.003662,32.495766
171.001984,31.999744,174.002930,26.490053
258.499451,34.003159,264.001129,29.999855
324.982697,34.523655,331.510040,31.521069
609.502136,34.524147,624.998596,35.988693
788.994934,39.002129,807.992065,43.506641
690.001282,40.995647,717.992432,43.999062
699.030396,42.509113,726.965393,45.531132
168.504028,43.502270,171.506516,37.999424
701.946228,46.622375,730.009888,49.454792
201.519058,47.495144,209.049744,42.463909
201.519058,47.495144,209.049744,42.463909
719.540710,47.463638,745.522339,50.987823
414.966797,48.048439,423.500183,46.515327
691.504395,51.503094,717.011414,53.982208
179.462296,52.006256,183.969757,46.996975
191.476791,52.004112,198.496918,46.481880
324.508881,52.014683,333.482269,48.989029
698.998474,52.490746,726.502197,56.007755
728.985046,54.002563,751.989990,58.003563
326.484253,54.999767,336.485870,51.992172
184.973984,56.513996,190.997299,51.495823
260.464417,57.027592,267.474121,53.031548
416.984589,58.005150,426.539124,56.439404
264.023651,59.476437,271.998657,56.029804
61.462505,60.574078,52.477272,52.521049
151.014160,60.485157,151.494354,55.001247
151.014160,60.485157,151.494354,55.001247
244.015350,60.984859,250.514099,56.955212
444.979492,61.033249,454.520630,59.971447
444.979492,61.033249,454.520630,59.971447
446.016418,61.492672,456.005615,61.007572
446.016418,61.492672,456.005615,61.007572
940.497375,61.497627,955.507019,67.998032
285.948547,62.200485,293.551147,58.433681
420.475128,62.023064,429.970367,60.487701
447.497528,62.513260,457.038330,61.466198
652.511169,62.470417,670.491150,64.994537
699.518616,62.482651,725.509583,65.481911
699.518616,62.482651,725.509583,65.481911
448.519196,62.981770,458.524963,62.496330
448.519196,62.981770,457.038330,61.466198
263.040955,64.411903,270.933960,60.553616
263.040955,64.411903,270.933960,60.553616
258.933502,66.128960,268.095978,61.969151
267.481934,65.960205,277.037445,62.429352
436.998260,66.003365,446.998718,65.004295
642.072205,65.987778,658.553406,67.933632
672.496460,66.500206,693.004272,68.994637
69.078339,66.928154,61.995350,60.506325
261.075531,67.413521,269.935547,64.077942
58.017479,67.986992,49.013840,61.484066
135.996887,69.001480,136.996338,63.469166
418.990479,69.009750,429.502930,67.495758
57.020584,70.486229,47.005245,63.491642
308.493317,71.001015,318.497437,67.997757
474.999115,71.000839,484.499359,70.000832
474.999115,71.000839,484.499359,70.000832
304.012970,71.995071,313.499146,69.014442
80.501617,72.496185,75.508232,65.997391
129.518112,72.515648,130.000076,67.019325
866.999451,72.462120,884.506958,77.970978
866.999451,72.462120,884.506958,77.970978
868.005188,73.012367,884.506958,77.970978
672.503113,73.500778,693.004028,76.002678
716.979309,73.993988,742.483337,77.531311
