716.998962,150.002670,940.997314,677.000793
578.001160,169.997253,523.003418,178.501404
428.498260,183.001236,916.500366,942.002747
676.994324,255.000397,632.500427,918.499634
586.505615,266.003021,400.499939,135.488739
675.507751,275.997345,476.505188,539.500000
358.012146,281.997711,625.004333,194.497650
359.998871,288.496552,351.001495,807.001892
363.498260,297.997894,625.004333,194.497650
902.000977,316.499084,741.000244,267.997986
840.999756,342.999359,955.002075,581.002258
894.503296,345.005615,743.501709,265.005127
890.499573,349.001251,729.004089,292.999878
470.990662,367.499817,702.481995,535.526489
575.002380,412.999084,520.003235,657.996826
548.010254,448.499329,957.505371,688.498169
413.000183,503.002625,886.996643,620.003601
450.001648,524.000000,625.004333,194.497650
443.501923,528.497070,897.006897,536.497498
812.998047,592.001526,590.999634,162.504959
911.002014,746.999512,977.000977,733.499573
916.001892,765.499878,965.497559,722.003296
937.996948,848.495789,767.996704,1047.497559
566.001099,938.993530,896.998718,839.501282
486.996857,1033.994141,363.997559,917.501526
743.503174,1038.502808,351.001495,807.001892
493.500641,1038.999268,891.496765,609.997437
710.501099,1040.996704,416.002045,873.997925
644.498169,1065.508057,702.481995,535.526489
720.000366,1083.501465,998.499268,794.000549
702.492676,1103.002686,741.504028,400.502441
596.494324,1138.000854,850.501343,1025.997681
377.498444,357.999176,276.506409,423.000641
714.997986,92.007698,295.008301,483.998566
816.998169,120.007324,363.009033,846.001465
822.000549,122.006516,363.009033,846.001465
362.998871,301.998779,411.997345,884.000061
480.999481,302.995667,924.996460,971.989502
375.996399,338.997589,290.995544,465.000214
219.004684,487.997040,219.000244,487.996613
256.999969,549.997864,255.999619,549.997253
263.000214,549.998474,267.998718,557.000183
251.998825,552.999329,258.999939,549.000305
267.998779,559.999817,258.999939,549.000305
251.000778,561.000427,261.999756,565.998962
397.998444,613.996582,869.004089,408.996216
352.995514,268.002686,254.993164,327.000183
917.991028,271.998169,290.995544,465.000214
358.000519,284.001190,290.995544,465.000214
365.002197,303.999939,414.995483,879.000000
365.995514,306.001099,414.995483,879.000000
368.998047,315.000244,414.995483,879.000000
369.999969,318.000458,411.997345,884.000061
894.004150,337.999695,351.997925,879.999023
393.000305,379.000610,265.999146,365.998474
762.006897,669.993408,969.494019,882.999390
442.002808,978.997559,606.995789,1027.998657
354.998718,268.999695,254.993164,327.000183
897.999817,318.999664,292.995087,473.000305
375.999908,328.000061,288.998657,454.001801
892.997925,335.000305,285.012390,437.000702
891.999207,337.999725,299.000610,484.000122
749.999451,108.006577,446.000549,134.004913
757.998474,110.009445,446.000549,134.004913
767.998779,114.002632,293.998169,429.999664
355.996155,256.001312,338.009186,743.999695
358.000916,262.000336,338.009186,743.999695
905.999329,276.001343,338.009186,743.999695
392.000824,352.000824,338.009186,743.999695
766.003479,412.002014,637.996582,255.998077
803.995056,591.999939,338.009186,743.999695
911.987122,711.999207,442.003235,136.000000
765.997742,778.000061,743.995972,189.999054
764.002319,781.998779,831.998169,385.998230
889.986877,926.001953,630.000671,1038.002319
551.994934,947.999634,831.998169,385.998230
455.999542,1001.995117,630.000671,1038.002319
917.998840,218.000488,277.998444,367.999237
355.998657,240.000107,497.999207,870.000732
357.997101,245.999573,276.003906,363.997833
496.002472,684.000183,858.004517,589.997681
635.996887,763.999695,293.998169,429.999664
812.002869,1063.972290,304.003662,823.999878
