-19,-257757.831484,307183.821691,0.0,-0.642787609687,0.766044443119,0.0
-18,-246880.251606,315992.312196,0.0,-0.615661475326,0.788010753607,0.0
-17,-235701.886169,324415.814744,0.0,-0.587785252292,0.809016994375,0.0
-16,-224236.354292,332444.066595,0.0,-0.559192903471,0.829037572555,0.0
-15,-212497.624958,340067.286559,0.0,-0.529919264233,0.848048096156,0.0
-14,-200500.0,347276.186918,0.0,-0.5,0.866025403784,0.0
-13,-188258.096677,354061.984736,0.0,-0.469471562786,0.882947592859,0.0
-12,-175786.829862,360416.412566,0.0,-0.438371146789,0.898794046299,0.0
-11,-163101.393873,366331.728515,0.0,-0.406736643076,0.913545457643,0.0
-10,-150217.24396,371800.725681,0.0,-0.374606593416,0.927183854567,0.0
-9,-137150.077474,376816.740935,0.0,-0.342020143326,0.939692620786,0.0
-8,-123915.814744,381373.663034,0.0,-0.309016994375,0.951056516295,0.0
-7,-110530.579683,385465.940071,0.0,-0.275637355817,0.961261695938,0.0
-6,-97010.6801355,389088.586237,0.0,-0.2419218956,0.970295726276,0.0
-5,-83372.5880179,392237.187894,0.0,-0.207911690818,0.978147600734,0.0
-4,-69632.9192444,394907.908958,0.0,-0.173648177667,0.984807753012,0.0
-3,-55808.413485,397097.495565,0.0,-0.13917310096,0.990268068742,0.0
-2,-41915.9137703,398803.280043,0.0,-0.104528463268,0.994521895368,0.0
-1,-27972.3459714,400023.184154,0.0,-0.0697564737441,0.99756405026,0.0
0,-13994.6981777,400755.721635,0.0,-0.0348994967025,0.999390827019,0.0
1,0.0,401000.0,0.0,0.0,1.0,0.0
2,13994.6981777,400755.721635,0.0,0.0348994967025,0.999390827019,0.0
3,27972.3459714,400023.184154,0.0,0.0697564737441,0.99756405026,0.0
4,41915.9137703,398803.280043,0.0,0.104528463268,0.994521895368,0.0
5,55808.413485,397097.495565,0.0,0.13917310096,0.990268068742,0.0
6,69632.9192444,394907.908958,0.0,0.173648177667,0.984807753012,0.0
7,83372.5880179,392237.187894,0.0,0.207911690818,0.978147600734,0.0
8,97010.6801355,389088.586237,0.0,0.2419218956,0.970295726276,0.0
9,110530.579683,385465.940071,0.0,0.275637355817,0.961261695938,0.0
10,123915.814744,381373.663034,0.0,0.309016994375,0.951056516295,0.0
11,137150.077474,376816.740935,0.0,0.342020143326,0.939692620786,0.0
12,150217.24396,371800.725681,0.0,0.374606593416,0.927183854567,0.0
13,163101.393873,366331.728515,0.0,0.406736643076,0.913545457643,0.0
14,175786.829862,360416.412566,0.0,0.438371146789,0.898794046299,0.0
15,188258.096677,354061.984736,0.0,0.469471562786,0.882947592859,0.0
16,200500.0,347276.186918,0.0,0.5,0.866025403784,0.0
17,212497.624958,340067.286559,0.0,0.529919264233,0.848048096156,0.0
18,224236.354292,332444.066595,0.0,0.559192903471,0.829037572555,0.0
19,235701.886169,324415.814744,0.0,0.587785252292,0.809016994375,0.0
20,246880.251606,315992.312196,0.0,0.615661475326,0.788010753607,0.0
