1053763
0001.jpg,0002.jpg,963.753,370.558,951.771,370.936,0,0,2
0001.jpg,0003.jpg,963.753,370.558,940.023,371.122,0,0,2
0001.jpg,0004.jpg,963.753,370.558,927.998,371.306,0,0,2
0001.jpg,0005.jpg,963.753,370.558,917.254,370.596,0,0,2
0001.jpg,0006.jpg,963.753,370.558,905.3,370.996,0,0,2
0001.jpg,0007.jpg,963.753,370.558,893.504,371.288,0,0,2
0001.jpg,0008.jpg,817.883,547.163,736.37,547.243,64,64,64
0001.jpg,0009.jpg,817.883,547.163,724.724,547.242,64,64,64
0001.jpg,0010.jpg,817.883,547.163,712.982,547.198,64,64,64
0001.jpg,0011.jpg,817.883,547.163,701.466,547.244,64,64,64
0001.jpg,0012.jpg,817.883,547.163,689.784,547.287,64,64,64
0001.jpg,0013.jpg,817.883,547.163,678.215,547.309,64,64,64
0001.jpg,0014.jpg,817.883,547.163,666.664,547.28,64,64,64
0001.jpg,0015.jpg,817.883,547.163,654.854,547.299,64,64,64
0001.jpg,0016.jpg,817.883,547.163,643.17,547.298,64,64,64
0001.jpg,0017.jpg,817.883,547.163,631.57,547.312,64,64,64
0001.jpg,0018.jpg,817.883,547.163,620.015,547.325,64,64,64
0001.jpg,0019.jpg,817.883,547.163,608.42,547.359,64,64,64
0001.jpg,0020.jpg,817.883,547.163,596.766,547.35,64,64,64
0001.jpg,0021.jpg,817.883,547.163,584.834,547.301,64,64,64
0001.jpg,0022.jpg,817.883,547.163,573.489,547.392,64,64,64
0001.jpg,0023.jpg,817.883,547.163,561.82,547.358,64,64,64
0001.jpg,0024.jpg,817.883,547.163,550.209,547.408,64,64,64
0001.jpg,0025.jpg,817.883,547.163,538.636,547.393,64,64,64
0001.jpg,0026.jpg,817.883,547.163,526.944,547.421,64,64,64
0001.jpg,0027.jpg,817.883,547.163,515.023,547.366,64,64,64
0001.jpg,0028.jpg,817.883,547.163,503.547,547.442,64,64,64
0001.jpg,0029.jpg,817.883,547.163,491.99,547.442,64,64,64
0001.jpg,0030.jpg,817.883,547.163,480.337,547.47,64,64,64
0001.jpg,0031.jpg,817.883,547.163,468.796,547.467,64,64,64
0001.jpg,0032.jpg,817.883,547.163,457.083,547.458,64,64,64
0001.jpg,0033.jpg,817.883,547.163,445.382,547.452,64,64,64
0001.jpg,0034.jpg,817.883,547.163,433.829,547.506,64,64,64
0001.jpg,0035.jpg,817.883,547.163,422.267,547.538,64,64,64
0001.jpg,0036.jpg,817.883,547.163,410.667,547.518,64,64,64
0001.jpg,0037.jpg,817.883,547.163,398.949,547.559,64,64,64
0001.jpg,0038.jpg,817.883,547.163,387.054,547.509,64,64,64
0001.jpg,0039.jpg,817.883,547.163,375.502,547.5,64,64,64
0001.jpg,0040.jpg,817.883,547.163,364.021,547.579,64,64,64
0001.jpg,0041.jpg,817.883,547.163,352.437,547.585,64,64,64
0001.jpg,0042.jpg,817.883,547.163,340.729,547.58,64,64,64
0001.jpg,0043.jpg,817.883,547.163,329.196,547.606,64,64,64
0001.jpg,0044.jpg,817.883,547.163,317.478,547.608,64,64,64
0001.jpg,0045.jpg,817.883,547.163,305.739,547.597,64,64,64
0001.jpg,0046.jpg,817.883,547.163,294.219,547.654,64,64,64
0001.jpg,0047.jpg,817.883,547.163,282.673,547.649,64,64,64
0001.jpg,0048.jpg,817.883,547.163,270.961,547.668,64,64,64
0001.jpg,0049.jpg,817.883,547.163,259.293,547.68,64,64,64
0001.jpg,0050.jpg,817.883,547.163,247.734,547.688,64,64,64
0001.jpg,0051.jpg,817.883,547.163,236.133,547.711,64,64,64
0001.jpg,0052.jpg,817.883,547.163,224.585,547.739,64,64,64
0001.jpg,0053.jpg,823.679,524.019,226.791,522.227,213,204,87
0001.jpg,0054.jpg,823.679,524.019,215.389,522.203,213,204,87
0001.jpg,0055.jpg,1009.98,350.902,357.49,350.599,82,79,28
0001.jpg,0056.jpg,1007.42,309.817,345.921,309.722,132,128,54
0001.jpg,0057.jpg,817.883,547.163,166.372,547.805,64,64,64
0001.jpg,0058.jpg,817.883,547.163,154.675,547.812,64,64,64
0001.jpg,0059.jpg,817.883,547.163,143.076,547.825,64,64,64
0001.jpg,0060.jpg,817.883,547.163,131.293,547.83,64,64,64
0001.jpg,0061.jpg,817.883,547.163,119.83,547.86,64,64,64
0001.jpg,0062.jpg,817.883,547.163,108.038,547.858,64,64,64
0001.jpg,0063.jpg,817.883,547.163,96.6171,547.866,64,64,64
0001.jpg,0064.jpg,1009.98,350.902,251.123,351.211,82,79,28
0001.jpg,0065.jpg,921.266,357.727,480.776,785.212,0,0,0
0001.jpg,0066.jpg,1009.98,350.902,227.28,351.282,82,79,28
0001.jpg,0067.jpg,921.266,357.727,456.788,785.269,0,0,0
0001.jpg,0068.jpg,1007.42,309.817,201.537,309.691,132,128,54
0001.jpg,0069.jpg,1009.98,350.902,189.753,350.838,82,79,28
0001.jpg,0070.jpg,1009.98,350.902,178.713,351.168,82,79,28
0001.jpg,0071.jpg,844.708,516.115,50.0961,516.103,63,64,66
0001.jpg,0072.jpg,844.354,517.896,38.4675,517.769,63,65,62
0001.jpg,0073.jpg,1007.42,309.817,141.437,309.626,132,128,54
0001.jpg,0074.jpg,924.898,355.902,371.658,763.05,0,0,0
0001.jpg,0075.jpg,1007.42,309.817,117.383,309.628,132,128,54
0001.jpg,0076.jpg,1007.42,309.817,105.354,309.618,132,128,54
0001.jpg,0077.jpg,921.266,357.727,337.704,762.973,0,0,0
0001.jpg,0078.jpg,1009.98,350.902,81.5415,350.935,82,79,28
0001.jpg,0079.jpg,1009.98,350.902,68.5905,350.707,82,79,28
0001.jpg,0080.jpg,1009.98,350.902,57.7392,351.065,82,79,28
0001.jpg,0081.jpg,1009.98,350.902,44.4909,350.735,82,79,28
0001.jpg,0082.jpg,1009.98,350.902,33.9363,351.153,82,79,28
0001.jpg,0083.jpg,1007.42,309.817,21.1312,309.634,132,128,54
0002.jpg,0001.jpg,936.946,348.599,948.345,349.771,0,0,0
0002.jpg,0003.jpg,936.946,348.599,925.857,349.083,0,0,0
0002.jpg,0004.jpg,936.946,348.599,914.273,348.211,0,0,0
0002.jpg,0005.jpg,936.946,348.599,903.237,348.478,0,0,0
0002.jpg,0006.jpg,936.946,348.599,891.768,347.788,0,0,0
0002.jpg,0007.jpg,936.946,348.599,880.967,348.433,0,0,0
0002.jpg,0008.jpg,936.946,348.599,869.56,347.856,0,0,0
0002.jpg,0009.jpg,956.104,316.03,872.042,316.03,108,105,38
0002.jpg,0010.jpg,939.884,498.311,852.549,499.865,0,1,0
0002.jpg,0011.jpg,939.884,498.311,841.651,499.975,0,1,0
0002.jpg,0012.jpg,939.884,498.311,830.892,500.86,0,1,0
0002.jpg,0013.jpg,956.104,316.03,824.0,315.957,108,105,38
0002.jpg,0014.jpg,904.03,515.685,767.902,516.665,40,42,41
0002.jpg,0015.jpg,956.104,316.03,799.99,315.93,108,105,38
0002.jpg,0016.jpg,904.03,515.685,745.194,516.777,40,42,41
0002.jpg,0017.jpg,995.745,536.341,814.905,536.319,166,162,65
0002.jpg,0018.jpg,995.745,536.341,802.894,536.333,166,162,65
0002.jpg,0019.jpg,995.745,536.341,790.837,536.363,166,162,65
0002.jpg,0020.jpg,995.745,536.341,778.812,536.383,166,162,65
0002.jpg,0021.jpg,995.745,536.341,766.812,536.404,166,162,65
0002.jpg,0022.jpg,790.786,526.183,557.923,525.729,54,51,20
0002.jpg,0023.jpg,1004.83,308.76,751.788,307.568,77,75,26
0002.jpg,0024.jpg,833.371,516.011,582.534,516.263,64,64,66
0002.jpg,0025.jpg,806.129,547.168,538.636,547.393,64,64,64
0002.jpg,0026.jpg,1004.83,308.76,716.046,308.85,77,75,26
0002.jpg,0027.jpg,918.965,536.804,629.913,537.308,104,107,114
0002.jpg,0028.jpg,1004.83,308.76,691.914,308.75,77,75,26
0002.jpg,0029.jpg,806.129,547.168,491.99,547.442,64,64,64
0002.jpg,0030.jpg,1004.83,308.76,667.864,308.767,77,75,26
0002.jpg,0031.jpg,918.965,536.804,583.726,537.193,104,107,114
0002.jpg,0032.jpg,806.129,547.168,457.083,547.458,64,64,64
0002.jpg,0033.jpg,806.129,547.168,445.382,547.452,64,64,64
0002.jpg,0034.jpg,833.371,516.011,468.588,516.257,64,64,66
0002.jpg,0035.jpg,999.187,435.121,599.894,435.047,127,123,50
0002.jpg,0036.jpg,806.129,547.168,410.667,547.518,64,64,64
0002.jpg,0037.jpg,1004.83,308.76,583.664,308.844,77,75,26
0002.jpg,0038.jpg,806.129,547.168,387.054,547.509,64,64,64
0002.jpg,0039.jpg,999.187,435.121,553.342,434.828,127,123,50
0002.jpg,0040.jpg,806.129,547.168,364.021,547.579,64,64,64
0002.jpg,0041.jpg,801.642,527.006,350.884,525.281,209,202,88
0002.jpg,0042.jpg,806.129,547.168,340.729,547.58,64,64,64
0002.jpg,0043.jpg,999.187,435.121,503.336,435.019,127,123,50
0002.jpg,0044.jpg,999.187,435.121,490.874,435.045,127,123,50
0002.jpg,0045.jpg,1004.83,308.76,487.014,307.67,77,75,26
0002.jpg,0046.jpg,806.129,547.168,294.219,547.654,64,64,64
0002.jpg,0047.jpg,806.129,547.168,282.673,547.649,64,64,64
0002.jpg,0048.jpg,801.642,527.006,269.677,525.205,209,202,88
0002.jpg,0049.jpg,1004.83,308.76,438.91,307.626,77,75,26
0002.jpg,0050.jpg,1004.83,308.76,426.856,307.654,77,75,26
0002.jpg,0051.jpg,806.129,547.168,236.133,547.711,64,64,64
0002.jpg,0052.jpg,806.129,547.168,224.585,547.739,64,64,64
0002.jpg,0053.jpg,812.159,523.96,226.791,522.227,210,204,82
0002.jpg,0054.jpg,812.159,523.96,215.389,522.203,210,204,82
0002.jpg,0055.jpg,999.187,435.121,357.913,435.018,127,123,50
0002.jpg,0056.jpg,790.786,526.183,164.779,525.481,54,51,20
0002.jpg,0057.jpg,1004.83,308.76,342.658,307.782,77,75,26
0002.jpg,0058.jpg,999.187,435.121,321.967,434.96,127,123,50
0002.jpg,0059.jpg,999.187,435.121,310.744,434.88,127,123,50
0002.jpg,0060.jpg,999.187,435.121,298.596,434.89,127,123,50
0002.jpg,0061.jpg,999.187,435.121,287.204,434.786,127,123,50
0002.jpg,0062.jpg,806.129,547.168,108.038,547.858,64,64,64
0002.jpg,0063.jpg,806.129,547.168,96.6171,547.866,64,64,64
0002.jpg,0064.jpg,790.786,526.183,72.2967,525.259,54,51,20
0002.jpg,0065.jpg,999.187,435.121,237.133,434.974,127,123,50
0002.jpg,0066.jpg,995.433,309.808,225.615,309.699,132,128,54
0002.jpg,0067.jpg,790.786,526.183,37.6365,525.148,54,51,20
0002.jpg,0068.jpg,999.187,435.121,200.96,434.943,127,123,50
0002.jpg,0069.jpg,999.187,435.121,188.716,434.968,127,123,50
0002.jpg,0070.jpg,835.166,537.753,61.9374,538.459,65,65,55
0002.jpg,0071.jpg,999.187,435.121,166.402,434.726,127,123,50
0002.jpg,0072.jpg,999.187,435.121,154.31,434.737,127,123,50
